2024-04-21 00:40:13,284 - start
[32m[I 2024-04-21 00:47:20,807][0m Finished trial#0 with value: 0.5705482192877152 with parameters: {'remove_pct': 8, 'add_pct': 58, 'dataset': 'airport', 'i': '2', 'gnn': 'gcn', 'eval_orig': 0}. Best is trial#0 with value: 0.5705482192877152.[0m
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>[32m[I 2024-04-21 18:44:01,208][0m Finished trial#174 with value: 0.5759503801520608 with parameters: {'remove_pct': 11, 'add_pct': 36, 'dataset': 'airport', 'i': '2', 'gnn': 'gcn', 'eval_orig': 0}. Best is trial#96 with value: 0.5831532613045218.[0m
[32m[I 2024-04-21 18:50:19,078][0m Finished trial#175 with value: 0.5802721088435375 with parameters: {'remove_pct': 13, 'add_pct': 39, 'dataset': 'airport', 'i': '2', 'gnn': 'gcn', 'eval_orig': 0}. Best is trial#96 with value: 0.5831532613045218.[0m
[32m[I 2024-04-21 18:56:43,766][0m Finished trial#176 with value: 0.5711084433773509 with parameters: {'remove_pct': 9, 'add_pct': 43, 'dataset': 'airport', 'i': '2', 'gnn': 'gcn', 'eval_orig': 0}. Best is trial#96 with value: 0.5831532613045218.[0m
[32m[I 2024-04-21 19:03:08,791][0m Finished trial#177 with value: 0.5738695478191276 with parameters: {'remove_pct': 5, 'add_pct': 34, 'dataset': 'airport', 'i': '2', 'gnn': 'gcn', 'eval_orig': 0}. Best is trial#96 with value: 0.5831532613045218.[0m
[32m[I 2024-04-21 19:09:29,982][0m Finished trial#178 with value: 0.575750300120048 with parameters: {'remove_pct': 15, 'add_pct': 41, 'dataset': 'airport', 'i': '2', 'gnn': 'gcn', 'eval_orig': 0}. Best is trial#96 with value: 0.5831532613045218.[0m
[32m[I 2024-04-21 19:15:56,291][0m Finished trial#179 with value: 0.5797519007603041 with parameters: {'remove_pct': 12, 'add_pct': 37, 'dataset': 'airport', 'i': '2', 'gnn': 'gcn', 'eval_orig': 0}. Best is trial#96 with value: 0.5831532613045218.[0m
[32m[I 2024-04-21 19:22:18,846][0m Finished trial#180 with value: 0.5779111644657864 with parameters: {'remove_pct': 17, 'add_pct': 36, 'dataset': 'airport', 'i': '2', 'gnn': 'gcn', 'eval_orig': 0}. Best is trial#96 with value: 0.5831532613045218.[0m
[32m[I 2024-04-21 19:28:35,109][0m Finished trial#181 with value: 0.5785114045618247 with parameters: {'remove_pct': 21, 'add_pct': 38, 'dataset': 'airport', 'i': '2', 'gnn': 'gcn', 'eval_orig': 0}. Best is trial#96 with value: 0.5831532613045218.[0m
[32m[I 2024-04-21 19:34:52,641][0m Finished trial#182 with value: 0.5791116446578631 with parameters: {'remove_pct': 14, 'add_pct': 33, 'dataset': 'airport', 'i': '2', 'gnn': 'gcn', 'eval_orig': 0}. Best is trial#96 with value: 0.5831532613045218.[0m
[32m[I 2024-04-21 19:41:10,229][0m Finished trial#183 with value: 0.5810724289715885 with parameters: {'remove_pct': 18, 'add_pct': 38, 'dataset': 'airport', 'i': '2', 'gnn': 'gcn', 'eval_orig': 0}. Best is trial#96 with value: 0.5831532613045218.[0m
[32m[I 2024-04-21 19:47:24,480][0m Finished trial#184 with value: 0.5826330532212886 with parameters: {'remove_pct': 13, 'add_pct': 32, 'dataset': 'airport', 'i': '2', 'gnn': 'gcn', 'eval_orig': 0}. Best is trial#96 with value: 0.5831532613045218.[0m
[32m[I 2024-04-21 19:53:39,905][0m Finished trial#185 with value: 0.575750300120048 with parameters: {'remove_pct': 8, 'add_pct': 32, 'dataset': 'airport', 'i': '2', 'gnn': 'gcn', 'eval_orig': 0}. Best is trial#96 with value: 0.5831532613045218.[0m
[32m[I 2024-04-21 19:59:54,530][0m Finished trial#186 with value: 0.5783913565426172 with parameters: {'remove_pct': 10, 'add_pct': 30, 'dataset': 'airport', 'i': '2', 'gnn': 'gcn', 'eval_orig': 0}. Best is trial#96 with value: 0.5831532613045218.[0m
[32m[I 2024-04-21 20:06:06,768][0m Finished trial#187 with value: 0.5789515806322529 with parameters: {'remove_pct': 12, 'add_pct': 34, 'dataset': 'airport', 'i': '2', 'gnn': 'gcn', 'eval_orig': 0}. Best is trial#96 with value: 0.5831532613045218.[0m
[32m[I 2024-04-21 20:12:16,918][0m Finished trial#188 with value: 0.5813125250100041 with parameters: {'remove_pct': 14, 'add_pct': 35, 'dataset': 'airport', 'i': '2', 'gnn': 'gcn', 'eval_orig': 0}. Best is trial#96 with value: 0.5831532613045218.[0m
[32m[I 2024-04-21 20:18:24,104][0m Finished trial#189 with value: 0.5804721888755503 with parameters: {'remove_pct': 16, 'add_pct': 31, 'dataset': 'airport', 'i': '2', 'gnn': 'gcn', 'eval_orig': 0}. Best is trial#96 with value: 0.5831532613045218.[0m
[32m[I 2024-04-21 20:24:28,132][0m Finished trial#190 with value: 0.571468587434974 with parameters: {'remove_pct': 42, 'add_pct': 26, 'dataset': 'airport', 'i': '2', 'gnn': 'gcn', 'eval_orig': 0}. Best is trial#96 with value: 0.5831532613045218.[0m
[32m[I 2024-04-21 20:31:03,059][0m Finished trial#191 with value: 0.5792717086834734 with parameters: {'remove_pct': 13, 'add_pct': 33, 'dataset': 'airport', 'i': '2', 'gnn': 'gcn', 'eval_orig': 0}. Best is trial#96 with value: 0.5831532613045218.[0m
[32m[I 2024-04-21 20:37:36,450][0m Finished trial#192 with value: 0.5791516606642657 with parameters: {'remove_pct': 20, 'add_pct': 40, 'dataset': 'airport', 'i': '2', 'gnn': 'gcn', 'eval_orig': 0}. Best is trial#96 with value: 0.5831532613045218.[0m
[32m[I 2024-04-21 20:44:10,982][0m Finished trial#193 with value: 0.5778311324529812 with parameters: {'remove_pct': 15, 'add_pct': 36, 'dataset': 'airport', 'i': '2', 'gnn': 'gcn', 'eval_orig': 0}. Best is trial#96 with value: 0.5831532613045218.[0m
[32m[I 2024-04-21 20:50:48,735][0m Finished trial#194 with value: 0.5757903161264506 with parameters: {'remove_pct': 11, 'add_pct': 32, 'dataset': 'airport', 'i': '2', 'gnn': 'gcn', 'eval_orig': 0}. Best is trial#96 with value: 0.5831532613045218.[0m
[32m[I 2024-04-21 20:57:19,106][0m Finished trial#195 with value: 0.5804721888755502 with parameters: {'remove_pct': 13, 'add_pct': 28, 'dataset': 'airport', 'i': '2', 'gnn': 'gcn', 'eval_orig': 0}. Best is trial#96 with value: 0.5831532613045218.[0m
[32m[I 2024-04-21 21:03:39,530][0m Finished trial#196 with value: 0.5788315326130451 with parameters: {'remove_pct': 11, 'add_pct': 30, 'dataset': 'airport', 'i': '2', 'gnn': 'gcn', 'eval_orig': 0}. Best is trial#96 with value: 0.5831532613045218.[0m
[32m[I 2024-04-21 21:10:01,693][0m Finished trial#197 with value: 0.5795918367346939 with parameters: {'remove_pct': 17, 'add_pct': 38, 'dataset': 'airport', 'i': '2', 'gnn': 'gcn', 'eval_orig': 0}. Best is trial#96 with value: 0.5831532613045218.[0m
[32m[I 2024-04-21 21:16:22,195][0m Finished trial#198 with value: 0.5719087635054021 with parameters: {'remove_pct': 22, 'add_pct': 42, 'dataset': 'airport', 'i': '2', 'gnn': 'gcn', 'eval_orig': 0}. Best is trial#96 with value: 0.5831532613045218.[0m
[32m[I 2024-04-21 21:22:46,789][0m Finished trial#199 with value: 0.579311724689876 with parameters: {'remove_pct': 15, 'add_pct': 39, 'dataset': 'airport', 'i': '2', 'gnn': 'gcn', 'eval_orig': 0}. Best is trial#96 with value: 0.5831532613045218.[0m

<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
<class 'torch.Tensor'>
<class 'numpy.ndarray'>
Number of finished trials:  200
Best trial:
  Value:  0.5831532613045218
  Params: 
    remove_pct: 19
    add_pct: 38
    dataset: airport
    i: 2
    gnn: gcn
    eval_orig: 0
